sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level,risk_label
CYCLING,85.78,108.19,58.22,122.4,48.83,149.55,65.67,1,1,1,1,3,critical
OTHER,92.58,126.75,73.29,130.32,31.61,145.4,62.79,1,1,1,1,2,high
TRACK,146.09,170.41,96.31,63.72,4.4,172.6,92.48,0,0,0,0,0,low
VOLLEYBALL,129.69,148.36,140.81,125.88,13.57,173.01,91.87,0,0,0,0,0,low
BADMINTON,145.57,164.73,133.8,157.89,10.6,170.38,83.42,0,0,0,0,0,low
HOCKEY,91.66,95.79,85.75,132.0,48.02,153.11,52.84,1,1,1,1,2,high
VOLLEYBALL,125.8,142.6,117.56,136.52,10.76,174.06,97.5,0,0,0,0,0,low
BASEBALL,89.47,87.5,47.57,185.0,58.91,147.11,32.06,1,1,1,1,3,critical
HOCKEY,132.89,131.62,121.55,86.05,19.05,172.78,80.48,0,0,0,0,0,low
OTHER,95.73,106.26,86.91,139.44,33.03,160.04,66.64,0,1,1,1,2,high
HOCKEY,109.79,111.04,97.78,107.88,39.32,162.87,71.49,0,1,1,1,1,moderate
RUGBY,115.62,142.0,96.74,132.15,38.06,164.86,73.44,0,1,1,1,1,moderate
BOXING,147.88,148.11,140.76,110.23,13.41,171.0,88.87,0,0,0,0,0,low
BASEBALL,117.68,134.68,75.73,181.5,46.32,154.23,56.36,0,1,1,1,2,high
SWIMMING,113.44,125.99,62.07,184.45,23.2,161.72,59.22,1,1,1,1,2,high
CRICKET,88.2,112.28,69.05,174.45,44.11,164.37,61.68,1,1,1,1,2,high
TRACK,113.01,143.35,49.3,78.32,23.45,159.08,75.01,0,1,0,1,2,high
SWIMMING,111.28,119.62,76.56,171.77,26.14,160.97,71.81,1,1,1,1,2,high
TRACK,91.42,122.85,46.63,107.54,34.41,153.8,67.23,1,1,1,1,3,critical
HOCKEY,67.3,78.85,43.75,144.76,74.29,134.92,45.4,0,1,1,1,3,critical
GYMNASTICS,47.9,59.05,85.38,181.53,65.52,133.14,51.56,1,1,1,1,3,critical
RUGBY,130.42,144.57,116.95,69.93,24.24,175.24,87.15,0,0,0,0,0,low
VOLLEYBALL,124.2,131.33,104.11,165.03,18.94,164.73,88.46,0,1,0,0,1,moderate
SWIMMING,146.27,162.26,119.92,143.22,9.86,167.12,94.26,0,0,0,0,0,low
BOXING,88.86,98.16,88.27,153.77,47.21,141.81,47.01,1,1,1,1,3,critical
CRICKET,92.25,135.85,90.67,168.33,29.39,157.76,70.87,0,1,1,1,1,moderate
BASKETBALL,90.1,136.33,116.64,105.24,19.55,164.15,74.4,0,1,0,1,1,moderate
BASKETBALL,73.15,94.37,51.54,148.42,42.88,152.31,55.3,1,1,1,1,3,critical
OTHER,128.11,138.09,100.21,120.52,24.64,165.1,73.85,0,0,0,1,1,moderate
TENNIS,143.93,165.0,123.87,148.51,14.86,167.81,79.18,0,0,0,1,0,low
VOLLEYBALL,111.45,131.87,101.8,146.05,26.88,162.52,84.77,0,1,0,0,1,moderate
AMERICAN_FOOTBALL,143.78,149.05,120.29,93.85,25.14,164.58,85.45,0,1,0,0,0,low
HOCKEY,84.83,102.49,76.1,122.35,50.51,156.35,53.34,0,1,1,1,2,high
BASEBALL,126.02,133.24,82.84,167.53,30.05,163.87,64.88,0,1,1,1,1,moderate
BOXING,83.17,95.52,75.95,168.61,53.44,151.97,52.63,0,1,1,1,3,critical
BASKETBALL,139.7,155.99,147.83,94.72,12.77,171.07,92.53,0,0,0,0,0,low
BASEBALL,138.11,130.95,67.33,178.93,24.44,167.37,73.92,0,0,0,1,1,moderate
CRICKET,132.63,155.77,103.87,167.7,18.94,171.24,73.63,0,0,0,1,0,low
WRESTLING,83.13,105.67,81.95,116.99,45.38,160.5,67.81,0,1,1,1,1,moderate
TRACK,122.85,152.63,62.42,69.26,15.59,165.04,83.03,0,0,0,0,1,moderate
SWIMMING,100.3,124.74,71.1,165.94,28.7,150.51,71.58,0,1,0,1,2,high
SWIMMING,147.11,155.34,116.23,147.81,7.25,175.56,89.84,0,0,0,0,0,low
BOXING,136.87,162.2,144.49,95.68,16.99,169.44,82.92,0,0,0,0,0,low
CRICKET,129.17,149.48,87.7,150.65,19.16,171.31,80.29,0,0,0,0,0,low
WRESTLING,88.24,112.24,84.86,134.75,54.91,163.57,62.14,0,1,1,1,1,moderate
TRACK,147.42,168.95,85.09,71.17,9.27,174.38,96.97,0,0,0,0,0,low
GYMNASTICS,128.15,105.68,151.78,164.69,28.8,169.22,82.79,0,0,0,0,0,low
OTHER,112.14,121.38,103.51,115.37,21.92,165.02,70.07,0,0,0,1,1,moderate
BASKETBALL,135.12,155.86,118.64,74.41,12.93,169.73,83.24,0,0,0,0,0,low
TRACK,113.01,160.46,63.76,91.66,11.05,167.89,80.0,0,0,0,1,1,moderate
CYCLING,87.97,98.28,64.89,101.1,61.11,149.77,62.63,0,1,1,1,3,critical
HOCKEY,94.35,108.79,82.6,121.2,34.32,160.97,73.14,0,1,1,1,1,moderate
WRESTLING,42.81,62.55,52.6,166.31,84.27,130.09,23.34,0,1,1,1,3,critical
AMERICAN_FOOTBALL,83.91,110.8,76.38,122.25,41.68,151.78,60.03,0,1,1,1,2,high
VOLLEYBALL,88.85,113.78,76.57,148.82,30.28,154.35,62.86,1,1,1,1,2,high
SOCCER,97.46,128.83,113.3,100.92,25.11,162.74,71.26,0,1,0,1,2,high
BOXING,145.81,165.12,167.42,97.09,17.81,175.13,83.37,0,0,0,0,0,low
VOLLEYBALL,76.49,107.98,61.78,179.26,44.61,142.99,40.33,1,1,1,1,3,critical
BASEBALL,91.05,104.19,38.66,182.28,57.58,143.86,49.74,0,1,1,1,3,critical
BASKETBALL,69.02,110.51,61.94,134.36,43.35,142.79,49.31,1,1,1,1,3,critical
GYMNASTICS,110.37,128.02,128.82,151.49,27.53,165.61,91.55,0,0,0,0,0,low
RUGBY,133.54,140.72,119.71,126.4,18.79,166.87,84.86,0,0,0,0,0,low
BASEBALL,106.19,123.85,52.52,178.0,54.86,159.76,55.83,0,1,1,1,2,high
GYMNASTICS,46.94,80.5,111.15,173.42,58.48,149.62,68.43,0,1,1,1,2,high
RUGBY,82.08,103.77,58.77,165.56,47.97,147.61,59.79,1,1,1,1,2,high
BASKETBALL,123.42,162.85,120.0,89.89,10.69,172.47,95.3,0,0,0,0,0,low
OTHER,77.83,110.79,64.97,161.14,40.49,158.82,49.72,0,1,1,1,3,critical
BOXING,130.62,137.93,141.25,129.68,17.84,167.17,75.09,0,0,0,1,1,moderate
OTHER,156.47,153.41,131.62,99.51,10.94,175.03,87.81,0,0,0,0,0,low
GYMNASTICS,49.41,50.97,70.62,182.93,83.34,131.38,39.14,1,1,1,1,3,critical
OTHER,104.51,143.3,111.57,119.19,20.59,168.75,66.46,0,0,0,1,1,moderate
BASKETBALL,76.61,104.79,61.94,131.12,46.22,157.77,46.29,1,1,1,1,3,critical
CYCLING,126.08,135.45,113.97,74.71,23.68,165.18,78.88,0,0,0,1,1,moderate
BASEBALL,106.08,122.81,65.48,181.61,31.91,151.29,57.67,1,1,1,1,2,high
BADMINTON,122.3,135.29,102.24,173.51,26.65,158.31,67.2,0,1,0,1,1,moderate
CYCLING,83.97,90.52,59.59,112.62,58.25,148.66,55.29,0,1,1,1,3,critical
TRACK,134.02,161.29,97.59,48.15,9.34,176.86,96.16,0,0,0,0,0,low
TRACK,145.63,166.9,84.08,58.54,8.19,173.83,86.11,0,0,0,0,0,low
SOCCER,140.99,163.65,132.38,84.66,12.98,170.64,92.13,0,0,0,0,0,low
TENNIS,76.04,112.65,67.89,184.69,54.68,147.48,44.01,1,1,1,1,3,critical
SOCCER,135.97,155.79,131.8,60.33,10.42,170.41,88.02,0,0,0,0,0,low
AMERICAN_FOOTBALL,78.75,103.03,57.36,150.03,63.57,131.4,35.9,0,1,1,1,3,critical
VOLLEYBALL,120.96,150.87,125.63,126.03,5.85,171.82,92.21,0,0,0,0,0,low
HOCKEY,127.83,128.5,109.86,92.16,26.19,167.47,97.12,0,0,0,0,0,low
BASEBALL,90.75,99.61,36.05,185.0,69.68,145.18,36.59,1,1,1,1,3,critical
BASEBALL,87.54,99.29,35.65,183.1,51.16,152.08,41.55,0,1,1,1,3,critical
CYCLING,86.55,101.46,60.84,116.19,55.28,144.75,51.26,1,1,1,1,3,critical
RUGBY,88.16,114.81,69.75,127.34,53.09,150.22,47.03,0,1,1,1,2,high
HOCKEY,116.41,121.26,91.62,106.69,47.64,159.62,68.3,0,1,1,1,1,moderate
BASKETBALL,78.55,135.46,67.77,124.12,36.54,160.58,61.35,0,1,1,1,2,high
CYCLING,113.88,113.12,85.7,106.98,34.6,154.73,66.95,1,1,1,1,2,high
OTHER,101.57,118.4,88.58,151.33,34.92,156.97,57.53,0,1,1,1,2,high
SWIMMING,102.92,120.23,47.62,179.55,33.93,142.18,68.96,1,1,1,1,3,critical
SOCCER,122.74,159.42,149.08,70.62,7.85,171.75,81.96,0,0,0,0,0,low
BADMINTON,122.34,134.82,97.06,155.23,19.17,159.26,78.66,0,1,0,1,1,moderate
CRICKET,85.32,102.73,81.07,173.73,44.0,149.08,50.89,1,1,1,1,2,high
RUGBY,96.99,103.91,70.95,131.58,40.0,147.44,47.81,1,1,1,1,2,high
HOCKEY,65.88,77.9,44.95,154.45,70.87,151.68,32.6,1,1,1,1,3,critical
TENNIS,127.22,128.28,96.09,173.59,19.26,161.31,62.04,0,1,1,1,1,moderate
TRACK,123.69,154.61,75.71,77.79,16.41,169.82,77.88,0,0,0,1,1,moderate
TENNIS,107.25,109.03,92.74,179.24,38.18,152.03,62.63,1,1,1,1,2,high
VOLLEYBALL,115.83,154.26,106.55,142.28,16.07,172.4,98.42,0,0,0,0,0,low
VOLLEYBALL,59.82,100.7,61.08,185.0,50.15,132.87,39.05,1,1,1,1,3,critical
VOLLEYBALL,130.41,148.9,126.46,121.55,10.65,175.38,96.67,0,0,0,0,0,low
HOCKEY,63.05,83.64,42.24,146.1,63.17,142.6,41.29,1,1,1,1,3,critical
RUGBY,75.06,98.11,45.65,153.52,44.96,151.0,43.75,0,1,1,1,3,critical
CYCLING,92.7,119.43,80.48,100.83,37.56,155.68,68.13,0,1,1,1,2,high
OTHER,113.09,127.65,102.46,126.85,26.23,158.9,75.02,0,1,1,1,1,moderate
SWIMMING,111.89,137.93,47.35,168.34,37.07,153.68,70.96,0,1,1,1,2,high
BADMINTON,96.28,114.03,87.22,174.32,31.7,150.01,61.05,1,1,1,1,2,high
BOXING,124.78,140.57,111.36,117.98,27.36,163.48,73.52,0,1,0,1,1,moderate
RUGBY,126.68,149.6,119.02,137.4,27.1,167.2,84.24,0,0,0,0,0,low
RUGBY,95.43,121.77,75.48,145.16,38.99,147.75,69.13,1,1,1,1,2,high
BASKETBALL,64.78,122.43,70.39,166.18,46.1,147.85,66.3,1,1,1,1,3,critical
BADMINTON,99.37,99.13,73.22,168.14,36.6,158.26,60.41,0,1,1,1,2,high
OTHER,112.89,133.23,106.49,123.01,31.22,161.81,76.53,0,1,1,1,1,moderate
BADMINTON,130.27,141.2,106.77,171.85,22.44,162.62,67.82,0,1,1,1,1,moderate
TENNIS,107.33,128.15,84.45,178.52,37.26,161.79,63.5,0,1,1,1,2,high
BASKETBALL,68.36,111.38,69.96,126.55,38.93,146.06,52.65,1,1,1,1,3,critical
BASEBALL,134.94,135.56,83.68,173.91,25.33,168.51,65.23,0,0,0,1,1,moderate
BASKETBALL,129.96,159.68,106.9,85.35,14.78,174.55,90.82,0,0,0,0,0,low
HOCKEY,92.23,98.7,73.01,130.59,52.88,157.57,65.86,1,1,1,1,2,high
SOCCER,80.43,108.19,82.31,120.09,44.46,146.68,48.07,1,1,1,1,3,critical
OTHER,120.13,115.26,77.35,149.15,21.98,154.1,55.7,0,1,1,1,2,high
BASKETBALL,128.65,151.7,96.25,98.97,7.71,172.72,100.0,0,0,0,0,0,low
TRACK,93.32,117.29,35.28,114.82,30.07,144.43,50.07,0,1,1,1,3,critical
BOXING,128.12,144.47,126.38,124.27,23.21,165.17,73.79,0,0,0,1,1,moderate
BADMINTON,77.87,106.45,46.73,175.83,47.75,143.29,40.47,1,1,1,1,3,critical
OTHER,135.86,154.88,145.8,82.39,9.42,178.67,91.28,0,0,0,0,0,low
WRESTLING,47.26,71.91,72.55,147.85,69.12,148.92,44.34,1,1,1,1,2,high
BASEBALL,127.38,133.57,90.66,173.23,26.24,162.81,68.39,0,1,0,1,1,moderate
BASEBALL,111.69,121.08,66.98,177.15,50.22,150.42,54.95,1,1,1,1,2,high
OTHER,124.35,133.49,122.92,103.22,29.59,158.03,72.3,0,1,0,1,1,moderate
GYMNASTICS,50.71,62.66,57.99,184.72,73.81,137.21,39.63,1,1,1,1,3,critical
BASEBALL,147.95,159.66,108.04,167.33,25.04,168.57,74.41,0,0,0,1,0,low
BADMINTON,113.63,134.92,74.62,152.0,20.38,163.14,62.63,0,1,0,1,1,moderate
OTHER,131.79,167.74,143.93,94.57,14.97,176.59,97.79,0,0,0,0,0,low
TRACK,110.2,128.77,46.31,105.57,24.64,159.56,76.55,1,1,0,1,2,high
BASKETBALL,106.69,142.29,98.11,119.39,14.35,160.52,80.9,0,1,0,0,1,moderate
BADMINTON,134.62,151.96,112.92,136.31,19.87,166.22,76.65,0,0,0,1,0,low
CYCLING,134.38,145.75,113.32,89.71,31.81,166.12,74.36,0,0,1,1,1,moderate
SWIMMING,78.01,99.05,42.73,179.53,37.49,135.97,57.36,1,1,1,1,3,critical
CYCLING,132.5,140.36,111.77,73.0,31.52,163.41,74.88,0,1,1,1,1,moderate
VOLLEYBALL,90.15,116.72,86.67,159.13,31.63,162.3,53.59,0,1,1,1,2,high
GYMNASTICS,38.34,67.59,83.84,183.51,67.95,138.2,45.69,1,1,1,1,3,critical
RUGBY,139.69,132.56,125.96,90.49,30.92,167.88,85.4,0,0,1,0,0,low
VOLLEYBALL,58.45,101.23,68.35,179.37,44.94,151.26,49.76,1,1,1,1,3,critical
BADMINTON,137.71,151.86,118.69,142.42,12.9,166.62,82.16,0,0,0,0,0,low
SWIMMING,92.11,109.89,61.86,182.72,45.42,144.66,51.22,1,1,1,1,3,critical
SWIMMING,109.6,119.64,64.58,171.29,32.04,159.44,75.09,1,1,1,1,2,high
CRICKET,113.85,133.45,114.2,147.21,23.39,163.66,87.69,0,1,0,0,0,low
TRACK,116.27,150.09,68.59,80.95,19.41,166.78,81.8,0,0,0,0,1,moderate
BASEBALL,133.83,156.94,94.68,164.26,26.74,167.57,79.49,0,0,0,1,0,low
AMERICAN_FOOTBALL,72.86,76.23,46.1,161.02,62.66,143.0,53.68,1,1,1,1,3,critical
BASEBALL,113.35,119.26,44.17,177.52,51.83,153.11,59.73,0,1,1,1,2,high
CRICKET,127.08,154.11,129.79,159.31,10.13,164.74,81.21,0,1,0,0,0,low
CRICKET,108.87,133.28,105.16,178.87,27.75,161.13,70.02,0,1,0,1,1,moderate
OTHER,80.98,92.04,60.43,170.05,38.78,146.34,51.1,1,1,1,1,3,critical
BADMINTON,101.4,114.67,81.58,176.61,29.46,154.95,74.14,0,1,1,1,2,high
BOXING,118.93,105.5,109.34,133.41,33.26,154.67,61.17,1,1,1,1,2,high
BASEBALL,145.67,162.42,101.57,159.91,16.75,172.12,78.84,0,0,0,1,0,low
BASKETBALL,75.07,95.56,65.85,143.61,37.58,152.96,63.13,1,1,1,1,3,critical
VOLLEYBALL,69.3,107.32,56.53,179.78,45.68,152.58,47.1,1,1,1,1,3,critical
TENNIS,146.54,158.13,138.56,151.44,16.34,170.93,78.84,0,0,0,1,0,low
SOCCER,105.09,126.57,101.53,121.76,35.42,160.29,59.67,0,1,1,1,2,high
OTHER,125.21,145.91,105.87,111.56,26.02,160.68,73.57,0,1,0,1,1,moderate
BADMINTON,133.91,161.22,121.52,125.65,17.27,176.32,94.22,0,0,0,0,0,low
SWIMMING,83.74,103.4,51.49,183.6,40.15,146.12,57.4,1,1,1,1,3,critical
TENNIS,130.65,145.18,104.01,170.5,33.48,164.87,65.09,0,1,1,1,1,moderate
BADMINTON,134.2,163.4,115.67,151.23,15.97,170.55,79.54,0,0,0,1,0,low
BOXING,97.28,119.87,105.26,150.41,57.2,140.29,44.64,1,1,1,1,3,critical
CYCLING,84.14,99.36,80.64,110.03,53.65,148.19,57.86,0,1,1,1,3,critical
CRICKET,140.04,161.04,112.93,165.22,21.65,167.75,87.27,0,0,0,0,0,low
WRESTLING,70.0,80.7,65.7,144.72,69.34,156.33,50.3,1,1,1,1,2,high
SOCCER,143.72,167.67,141.55,67.78,11.32,174.46,92.7,0,0,0,0,0,low
AMERICAN_FOOTBALL,111.22,124.68,67.07,117.49,37.81,167.94,74.32,0,0,1,1,1,moderate
VOLLEYBALL,87.01,113.26,78.04,158.41,33.12,154.41,65.6,0,1,1,1,2,high
BOXING,132.52,145.93,141.42,109.26,31.52,163.58,78.95,0,1,1,1,1,moderate
CRICKET,139.23,151.07,113.68,171.0,25.39,170.82,76.05,0,0,0,1,0,low
BOXING,146.36,143.6,145.82,102.55,15.41,167.47,85.82,0,0,0,0,0,low
HOCKEY,108.53,134.43,113.67,104.41,35.65,167.56,80.23,0,0,1,0,1,moderate
HOCKEY,96.19,105.94,75.38,116.51,49.78,150.3,54.97,0,1,1,1,2,high
VOLLEYBALL,123.08,138.77,142.12,140.86,10.61,164.18,94.2,0,1,0,0,0,low
SWIMMING,90.24,113.13,53.53,184.94,35.77,145.24,50.08,1,1,1,1,3,critical
BADMINTON,107.68,136.74,114.81,166.29,24.95,162.81,67.81,0,1,0,1,1,moderate
VOLLEYBALL,88.54,122.37,85.71,171.07,34.75,157.04,72.69,0,1,1,1,2,high
BASEBALL,131.32,142.65,68.69,177.26,36.05,156.85,73.58,0,1,1,1,1,moderate
RUGBY,68.35,88.35,45.38,151.23,75.59,144.13,42.4,1,1,1,1,3,critical
OTHER,112.63,133.21,116.4,115.52,22.1,167.92,67.29,0,0,0,1,1,moderate
VOLLEYBALL,112.06,150.29,128.98,123.66,13.87,171.73,93.09,0,0,0,0,0,low
HOCKEY,128.91,143.71,136.28,88.55,24.09,171.79,91.79,0,0,0,0,0,low
AMERICAN_FOOTBALL,56.03,83.56,37.6,165.33,65.56,136.11,44.47,1,1,1,1,3,critical
AMERICAN_FOOTBALL,88.79,95.39,57.44,145.49,63.8,151.53,50.27,1,1,1,1,3,critical
SOCCER,123.88,164.87,146.18,71.73,8.53,175.0,87.54,0,0,0,0,0,low
BADMINTON,76.96,109.71,46.94,179.19,46.34,155.92,41.96,1,1,1,1,3,critical
BASKETBALL,78.03,93.65,67.01,143.79,37.5,149.31,44.57,1,1,1,1,3,critical
CRICKET,55.51,92.66,60.45,177.19,57.53,140.2,40.35,1,1,1,1,3,critical
SOCCER,90.28,109.71,85.82,123.9,43.99,158.28,51.97,1,1,1,1,3,critical
BASKETBALL,78.86,128.67,85.45,125.65,24.52,158.03,67.95,1,1,1,1,2,high
OTHER,82.88,114.15,59.4,172.09,50.19,151.5,54.48,1,1,1,1,3,critical
WRESTLING,52.96,94.17,70.59,136.68,60.82,147.28,54.0,0,1,1,1,2,high
GYMNASTICS,46.93,58.22,77.79,185.0,83.22,133.91,47.47,1,1,1,1,3,critical
OTHER,87.75,107.02,59.33,139.96,49.86,142.54,56.65,0,1,1,1,3,critical
WRESTLING,79.72,113.23,85.1,131.51,40.34,149.78,72.0,0,1,1,1,1,moderate
TENNIS,116.14,144.73,104.61,167.66,26.61,162.02,73.29,0,1,0,1,1,moderate
TENNIS,97.49,136.16,85.2,178.53,42.44,154.58,66.68,1,1,1,1,2,high
TENNIS,118.5,134.86,113.21,173.13,22.53,165.87,74.79,0,0,0,1,1,moderate
VOLLEYBALL,124.78,144.11,96.19,139.44,23.43,164.76,83.14,0,1,1,0,1,moderate
CRICKET,107.47,121.85,90.67,172.81,34.55,160.16,76.03,0,1,1,1,1,moderate
CRICKET,142.31,141.32,123.64,159.39,24.18,168.01,85.45,0,0,0,0,0,low
GYMNASTICS,42.35,59.71,67.77,185.0,63.95,130.42,40.16,1,1,1,1,3,critical
BOXING,120.37,118.86,107.28,151.26,34.57,154.3,68.22,1,1,1,1,2,high
BOXING,134.2,131.59,131.78,133.87,18.61,168.73,70.91,0,0,0,1,1,moderate
AMERICAN_FOOTBALL,84.8,97.17,71.55,160.86,58.73,142.02,60.63,0,1,1,1,3,critical
RUGBY,137.97,145.37,144.72,99.09,10.62,173.12,87.2,0,0,0,0,0,low
GYMNASTICS,45.7,51.81,68.57,184.06,76.33,137.82,53.67,1,1,1,1,3,critical
BASKETBALL,79.33,111.57,76.2,156.06,33.41,144.93,53.82,1,1,1,1,3,critical
SWIMMING,125.96,140.91,95.88,161.02,13.38,166.44,82.48,0,0,0,0,1,moderate
CYCLING,134.94,153.71,143.77,71.07,22.01,173.03,86.3,0,0,0,0,0,low
SOCCER,98.2,126.93,102.1,94.67,34.46,155.29,61.25,1,1,1,1,2,high
BOXING,153.64,161.46,130.9,114.96,9.73,173.83,77.73,0,0,0,1,0,low
VOLLEYBALL,75.27,110.31,70.99,174.64,47.25,145.14,54.0,1,1,1,1,3,critical
BASEBALL,124.69,137.68,87.93,171.84,34.86,164.03,75.14,0,1,1,1,1,moderate
BADMINTON,67.9,112.65,52.92,181.15,56.28,146.25,43.98,1,1,1,1,3,critical
GYMNASTICS,57.26,74.28,107.38,174.37,52.43,154.42,58.94,0,1,1,1,2,high
BASKETBALL,110.47,136.85,80.91,114.7,31.86,166.39,83.05,0,0,1,0,1,moderate
BOXING,133.94,129.77,122.68,110.14,28.7,162.93,72.79,0,1,0,1,1,moderate
SWIMMING,100.19,138.85,62.3,176.62,26.46,165.26,72.34,0,0,0,1,2,high
BASKETBALL,104.64,132.17,117.98,115.53,17.32,168.32,81.0,0,0,0,0,1,moderate
SOCCER,107.86,144.64,104.73,119.9,30.79,168.97,71.6,1,0,1,1,2,high
BOXING,124.75,132.25,131.98,104.44,27.73,168.76,80.18,0,0,0,0,1,moderate
TENNIS,147.96,152.46,112.79,157.29,29.12,174.28,78.0,0,0,0,1,0,low
BOXING,139.62,162.0,153.88,92.88,10.07,172.7,87.39,0,0,0,0,0,low
BASKETBALL,97.39,143.16,103.63,121.63,22.9,160.97,75.2,0,1,0,1,1,moderate
TRACK,144.31,167.72,91.25,66.65,7.67,174.09,93.23,0,0,0,0,0,low
CYCLING,104.45,119.0,101.02,113.8,48.37,153.97,71.87,1,1,1,1,2,high
SWIMMING,101.75,120.27,47.88,181.21,31.19,145.68,58.87,0,1,1,1,3,critical
WRESTLING,54.18,84.9,76.06,141.39,67.43,150.13,54.18,1,1,1,1,2,high
TENNIS,126.37,136.02,109.61,172.45,28.67,167.08,67.88,0,0,0,1,1,moderate
BOXING,108.7,122.14,109.93,147.12,36.57,158.07,57.47,0,1,1,1,2,high
OTHER,123.91,149.97,114.03,118.59,7.61,179.77,80.82,0,0,0,0,0,low
TRACK,135.99,151.82,105.37,67.94,9.82,174.69,90.49,0,0,0,0,0,low
RUGBY,145.3,136.01,124.79,104.26,19.91,173.18,86.37,0,0,0,0,0,low
RUGBY,145.1,143.89,103.57,102.05,27.47,172.16,79.58,0,0,0,1,0,low
SWIMMING,124.77,156.94,87.86,159.95,27.76,165.23,81.99,0,0,0,0,1,moderate
BOXING,101.49,100.27,85.82,153.45,43.95,149.26,38.51,1,1,1,1,3,critical
WRESTLING,49.43,56.94,46.38,166.82,85.35,141.02,40.67,1,1,1,1,3,critical
BOXING,83.73,95.31,82.34,164.46,39.79,150.64,43.65,0,1,1,1,3,critical
RUGBY,142.07,135.85,96.28,85.71,22.32,169.67,84.56,0,0,0,0,0,low
HOCKEY,94.39,106.81,79.29,123.02,57.87,150.16,63.39,1,1,1,1,2,high
SOCCER,84.31,116.52,85.9,136.21,51.56,144.21,49.3,1,1,1,1,3,critical
GYMNASTICS,103.6,107.81,140.15,147.91,19.68,164.48,96.39,0,1,0,0,0,low
BASKETBALL,86.43,105.09,67.43,136.25,32.15,164.29,77.27,0,1,1,1,2,high
SWIMMING,110.36,122.97,65.04,178.24,24.32,164.24,71.71,1,1,0,1,2,high
RUGBY,127.15,150.49,112.57,101.58,24.36,168.9,87.23,0,0,0,0,0,low
BADMINTON,120.49,146.7,106.64,150.0,28.07,160.01,73.49,0,1,0,1,1,moderate
TENNIS,126.55,140.93,115.89,175.42,20.57,164.25,77.06,0,1,0,1,1,moderate
CRICKET,124.33,137.03,110.87,152.68,23.57,166.11,95.95,0,0,0,0,0,low
BASKETBALL,100.76,145.8,115.27,129.03,36.33,162.29,94.12,0,1,1,0,1,moderate
RUGBY,73.66,88.31,44.58,169.33,58.17,136.57,50.71,1,1,1,1,3,critical
TRACK,126.53,143.98,67.71,83.73,13.43,164.36,87.36,0,1,0,0,1,moderate
RUGBY,118.98,141.6,111.71,108.83,17.75,172.17,89.93,0,0,0,0,0,low
WRESTLING,97.05,117.27,111.94,111.01,30.23,166.15,77.43,0,0,1,1,0,low
AMERICAN_FOOTBALL,101.59,120.85,70.75,141.18,61.45,153.53,63.99,1,1,1,1,2,high
CRICKET,97.11,132.45,116.81,174.26,38.74,156.92,74.69,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,92.44,113.5,70.61,129.78,57.82,145.29,66.05,1,1,1,1,2,high
RUGBY,133.83,154.32,109.96,103.56,18.85,171.76,83.09,0,0,0,0,0,low
BASKETBALL,72.07,108.19,54.95,161.14,54.43,148.68,61.58,0,1,1,1,3,critical
BASEBALL,106.3,109.86,55.85,179.38,48.12,153.89,44.69,0,1,1,1,2,high
OTHER,101.86,126.33,99.13,124.13,36.44,160.0,64.77,0,1,1,1,2,high
SWIMMING,124.9,136.67,93.96,163.45,14.75,162.25,82.21,0,1,0,0,1,moderate
BADMINTON,104.94,118.84,81.33,175.16,36.65,153.32,64.93,1,1,1,1,2,high
TRACK,122.75,153.23,74.73,74.55,11.81,170.35,84.12,0,0,0,0,1,moderate
TRACK,129.62,142.23,75.27,63.49,18.39,169.67,84.3,0,0,0,0,1,moderate
TENNIS,124.85,146.23,103.32,171.17,22.32,159.47,64.26,0,1,0,1,1,moderate
SOCCER,117.0,145.27,137.67,89.09,15.14,162.7,79.24,0,1,0,1,1,moderate
RUGBY,87.75,99.63,77.75,159.97,45.37,159.96,62.48,0,1,1,1,2,high
GYMNASTICS,36.14,70.08,97.65,178.41,54.24,146.63,64.91,1,1,1,1,2,high
BASEBALL,98.24,105.68,45.36,185.0,61.45,154.98,39.77,1,1,1,1,3,critical
SWIMMING,155.45,154.95,127.94,160.54,8.01,180.1,92.04,0,0,0,0,0,low
BASKETBALL,121.82,153.2,99.98,94.79,14.59,170.55,98.3,0,0,0,0,0,low
OTHER,106.44,140.72,111.83,126.41,30.87,160.96,73.81,0,1,1,1,1,moderate
TRACK,149.72,163.55,83.92,80.65,7.53,173.13,97.31,0,0,0,0,0,low
OTHER,133.02,140.91,100.98,130.33,25.43,166.56,68.91,0,0,0,1,1,moderate
BASEBALL,114.38,124.44,59.27,178.65,44.38,150.64,57.35,0,1,1,1,2,high
TRACK,77.18,111.69,35.5,114.1,33.07,150.46,59.16,1,1,1,1,3,critical
BOXING,137.2,162.42,149.63,95.22,14.94,167.62,86.75,0,0,0,0,0,low
SWIMMING,90.92,116.8,49.43,181.45,38.34,151.31,49.91,0,1,1,1,3,critical
BOXING,124.32,120.75,142.06,114.14,21.74,160.7,72.19,0,1,0,1,1,moderate
SWIMMING,147.37,172.31,114.39,150.87,3.46,170.49,95.37,0,0,0,0,0,low
HOCKEY,93.0,96.55,60.83,121.03,50.67,159.49,61.84,0,1,1,1,2,high
